"idno","cntry","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","prtvtcgb","contplt","wrkprty","wrkorg","badge","sgnptit","pbldmn","bctprd","pstplonl","clsprty","lrscale","prtclcgb","prtdgcl","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgdngb","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","blgetmg","facntr","mocntr","vteumbgb","evpdemp","pdempyr","lvpntyr","evlvptn","lvptnyr","evmar","maryr","bthcld","nbthcld","plnftr","hhmmb","gndr","yrbrn","agea","maritalb","domicil","eisced","edagegb","eduyrs","mnactic","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","iincsrc","region","frprtpl","gvintcz","poltran","ifredu","ifrjob","evfredu","evfrjob","recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","ppldsrv","jstprev","pcmpinj","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","anweight"
886,"GB",300,1,NA,5,5,7,3,2,1,4,2,0,2,7,5,5,0,NA,"Yes",7,1,0,0,0,0,0,0,0,1,2,2,3,5,5,5,5,5,5,2,2,4,2,5,3,2,3,0,3,0,4,6,1,2,0,2,3,"Yes a lot",5,5,1,2,2,5,7,4,0,1,1,NA,0,1,1,NA,1,1984,1990,1,1990,1,1997,1,2,10,1,0,1971,47,4,"town",2,15,10,5,1,2014,"Employee",NA,1,5,0,NA,0,0,37,37,84,1,7120,0,1,1,1,"Yes, previously",6,2,1,NA,"UKE",3,3,3,8,5,NA,NA,4,3,2,2,1,3,2,3,2,2,4,3,3,4,2,2,3,3,2,3,4,3,2,3,3,1,4,3,2,2,2,2,3,1.2708223
951,"GB",30,5,360,7,2,7,3,3,3,3,2,6,8,9,2,4,7,3,"Not eligible to vote",NA,0,0,0,0,0,0,1,1,0,5,NA,NA,10,7,6,7,2,6,3,1,5,1,NA,1,1,1,9,10,10,9,6,2,5,0,1,2,"Yes to some extent",10,8,1,6,19,6,5,6,0,0,0,2017,0,0,0,1,1,2012,2014,1,2017,1,2016,0,NA,3,2,1,1995,23,1,"suburbs",4,19,12,2,NA,NA,"Employee",NA,2,1,0,NA,7,2,10,10,47,3,5223,1,1,0,1,"No",1,8,1,1,"UKJ",3,3,2,10,6,4,5,2,4,3,2,3,4,4,1,4,2,1,2,2,6,3,2,4,2,6,2,3,5,1,2,3,3,2,6,4,1,1,2,2,2.9297695
1018,"GB",30,1,NA,5,8,8,2,NA,2,2,3,8,9,9,6,5,5,8,"Yes",NA,0,0,0,0,0,0,0,0,1,8,NA,NA,9,7,7,8,7,9,4,1,5,3,NA,2,2,2,NA,6,5,10,6,4,4,0,4,1,"No",9,5,0,NA,NA,NA,7,7,0,1,1,NA,0,1,1,1,1,1989,1949,1,1949,1,1949,1,3,10,1,1,1931,87,5,"town",7,21,13,6,1,1986,"Employee",NA,1,3,1,4,8,8,45,45,85,2,2341,0,0,NA,NA,"Yes, previously",4,NA,1,NA,"UKE",5,4,4,5,5,5,5,2,2,3,2,1,NA,2,2,4,3,3,2,3,6,3,6,1,4,3,2,2,6,1,5,6,1,6,1,3,1,1,1,2,1.0542595
1068,"GB",60,5,60,7,8,7,2,3,2,2,2,7,9,10,7,7,5,8,"Yes",1,0,0,0,0,0,0,0,0,1,7,1,2,10,7,7,9,7,7,2,1,5,1,5,2,2,2,7,7,6,10,6,2,3,1,3,2,"Yes to some extent",10,8,1,2,2,7,7,3,0,1,1,NA,0,1,1,2,1,1978,1985,1,1985,1,1985,1,2,2,2,1,1961,58,1,"town",3,16,11,1,NA,NA,"Employee",NA,2,3,0,NA,3,0,15,18,85,2,5312,0,0,NA,NA,"Yes, currently",1,7,1,1,"UKI",3,3,2,9,8,8,8,4,3,2,2,2,4,2,2,3,3,3,3,2,5,1,1,1,4,1,1,2,2,4,2,1,1,5,2,2,1,2,2,2,2.6119647
1106,"GB",30,5,150,6,3,2,3,2,2,2,2,4,3,6,1,1,3,4,"Yes",1,0,0,0,0,0,0,0,0,0,5,NA,NA,8,2,2,2,6,2,1,1,5,1,4,2,2,2,5,2,4,6,7,5,4,0,2,2,"No",8,2,1,1,1,4,6,2,0,1,1,NA,0,1,1,2,1,2008,2012,1,2012,1,2017,1,1,8,3,1,1991,27,1,"town",5,22,17,1,NA,NA,"Employee",NA,2,1,0,NA,10,10,26,40,17,4,4311,0,0,NA,NA,"No",1,8,2,1,"UKE",1,2,1,8,8,2,2,4,2,4,1,2,4,2,2,2,2,2,2,2,5,1,3,3,1,5,2,3,3,1,1,5,1,4,3,5,1,1,2,3,2.91031
1149,"GB",0,5,120,2,6,7,1,2,3,2,3,1,7,8,2,2,NA,NA,"Yes",1,0,0,0,0,1,0,0,0,0,NA,NA,NA,10,5,2,2,8,6,2,3,4,4,1,1,1,1,5,3,5,9,7,2,3,0,2,3,"No",5,5,1,2,5,7,3,1,1,1,1,NA,0,1,1,2,1,2001,2006,1,2006,1,2006,1,3,3,5,1,1984,35,1,"town",1,16,12,1,NA,NA,"Employee",NA,1,3,0,NA,1,0,30,30,88,4,5322,0,0,NA,NA,"Yes, previously",1,4,1,1,"UKG",NA,2,1,7,7,3,3,4,2,1,1,1,2,2,1,2,3,2,2,4,5,2,4,2,4,4,2,2,4,4,1,5,2,4,2,3,2,3,2,4,2.9776936
1153,"GB",180,5,180,4,4,3,2,2,2,2,1,3,3,3,2,1,3,4,"Yes",2,0,0,0,0,0,0,1,0,1,3,2,3,4,3,2,3,4,4,2,1,5,2,7,2,2,2,7,9,9,7,5,3,3,0,2,1,"No",5,4,0,NA,NA,3,7,7,1,1,1,NA,1,1,1,1,1,2007,2009,0,NA,0,NA,0,NA,5,1,0,1991,28,6,"city",6,21,16,1,NA,NA,"Employee",NA,1,5,0,NA,6,3,37,37,69,4,4419,0,0,NA,NA,"No",1,3,2,NA,"UKF",3,3,2,4,3,2,2,2,3,2,2,1,4,3,2,4,4,4,4,1,3,1,3,3,1,5,1,2,2,1,2,2,2,1,3,4,2,2,3,2,1.776402
1192,"GB",65,4,60,8,8,7,2,2,1,3,1,7,8,9,4,3,1,9,"Yes",NA,0,0,0,0,0,0,1,0,1,8,NA,NA,9,1,4,5,8,6,1,3,5,5,2,2,2,2,8,6,7,9,6,4,2,0,2,4,"Yes to some extent",8,1,1,2,4,9,3,1,1,1,1,NA,0,1,1,2,1,1963,1965,1,1965,1,1965,1,2,0,1,1,1946,72,3,"town",1,15,10,6,1,2002,"Employee",NA,3,1,1,6,10,10,26,26,85,6,2359,0,0,NA,NA,"No",4,1,3,NA,"UKK",3,2,1,10,0,0,1,4,3,1,1,1,1,2,1,4,3,4,3,3,6,1,6,4,6,1,2,1,6,2,1,6,3,6,1,4,1,2,1,4,1.1193396
1214,"GB",30,5,180,7,7,7,1,3,4,2,4,0,8,8,0,5,6,2,"Yes",3,1,1,1,1,1,0,1,1,1,1,2,2,8,2,0,3,2,8,1,1,5,1,6,2,2,2,10,10,10,9,6,4,5,0,1,1,"No",2,10,1,2,2,6,5,4,0,1,1,NA,0,1,1,1,1,1996,1992,1,2002,0,NA,0,NA,4,1,1,1974,44,6,"village",7,22,20,1,NA,NA,"Self-employed",0,NA,4,0,NA,9,4,40,45,69,4,2611,1,1,0,1,"Yes, previously",1,9,1,NA,"UKH",3,1,1,8,8,0,2,4,4,2,2,2,1,2,1,5,3,5,5,1,4,1,2,6,1,5,1,6,1,1,2,2,5,1,6,3,2,2,4,1,0.90476716
1220,"GB",30,5,300,6,4,7,2,3,4,4,4,5,8,8,4,4,6,6,"Yes",2,0,1,0,0,1,0,1,0,1,5,2,2,9,7,4,8,7,7,3,1,5,1,4,2,2,2,6,8,8,9,6,4,3,0,2,2,"No",9,8,0,NA,NA,3,7,6,0,1,1,NA,0,1,1,1,1,1999,2002,1,2006,1,2012,1,1,3,3,1,1984,34,1,"town",6,21,17,1,NA,NA,"Employee",NA,1,2,0,NA,8,4,38,41,58,4,2431,0,0,NA,NA,"No",1,10,1,1,"UKC",3,3,2,10,10,8,7,4,4,3,1,2,4,2,2,3,2,2,2,2,3,2,1,1,3,4,2,3,2,1,2,1,1,4,4,2,1,2,3,3,2.8858106
1230,"GB",30,5,150,5,6,2,2,2,3,2,3,5,7,7,3,3,3,6,"Yes",2,0,0,0,0,1,0,0,0,1,6,2,2,5,3,3,3,6,6,2,2,5,2,6,1,2,2,5,6,5,5,3,3,2,0,2,2,"No",7,5,0,NA,NA,2,7,7,0,1,1,NA,0,1,1,NA,1,1997,1997,1,2004,0,NA,1,3,4,1,0,1979,39,6,"suburbs",2,15,13,1,NA,NA,"Employee",NA,1,4,0,NA,3,2,37,45,29,4,7543,0,1,0,0,"Yes, currently",1,5,2,NA,"UKD",3,3,2,5,5,7,5,2,3,3,3,3,2,4,2,4,4,4,4,5,5,2,4,4,2,4,2,2,4,2,2,4,2,2,2,5,2,2,4,4,1.4077727
1270,"GB",20,5,60,6,5,7,2,2,2,2,2,3,3,7,3,3,2,6,"Yes",1,0,0,0,0,1,0,0,0,0,5,NA,NA,8,4,2,3,8,3,2,1,5,1,4,3,3,3,4,5,5,9,4,4,3,0,1,1,"No",7,3,0,NA,NA,0,6,7,0,1,1,NA,0,1,1,2,1,1995,2004,1,2004,1,2008,1,2,2,1,1,1978,40,1,"village",4,17,14,1,NA,NA,"Employee",NA,1,4,0,NA,0,1,11,20,53,4,4412,0,1,0,0,"No",1,5,1,NA,"UKL",2,3,1,6,5,3,3,3,3,3,2,2,4,2,2,4,4,4,4,3,6,1,6,3,4,4,2,2,5,2,2,6,2,4,2,5,2,2,2,3,2.5489995
1320,"GB",180,2,NA,8,7,8,1,2,3,2,3,2,6,6,4,5,6,6,"Yes",4,1,0,0,1,1,1,1,0,1,2,NA,NA,3,1,0,2,3,5,1,1,5,1,2,1,1,1,8,9,9,3,5,2,2,0,1,1,"No",6,7,0,NA,NA,0,7,7,0,1,0,1977,0,0,0,1,1,1987,1966,0,NA,0,NA,0,NA,2,1,0,1959,59,6,"town",7,27,24,1,NA,NA,"Employee",NA,1,3,0,NA,2,0,35,35,62,2,2512,1,0,NA,NA,"Yes, currently",1,5,2,NA,"UKM",2,2,2,9,7,3,3,2,2,NA,1,3,1,4,1,5,5,4,5,2,5,2,3,2,3,5,1,2,2,3,2,4,5,4,4,5,3,2,5,2,1.0922238
1329,"GB",10,5,60,7,8,7,3,2,1,2,2,3,3,5,3,3,2,2,"Yes",4,0,0,0,0,0,0,0,0,0,3,NA,NA,8,5,3,5,6,6,3,2,5,2,5,3,3,3,6,6,6,8,5,4,3,0,2,1,"No",7,2,1,2,6,3,6,6,0,1,1,NA,0,1,1,2,1,1988,1991,1,1991,0,NA,0,NA,3,1,1,1970,49,6,"town",5,17,14,1,NA,NA,"Employee",NA,1,3,1,14,10,3,35,37,NA,2,3314,0,0,NA,NA,"Yes, currently",1,4,2,NA,"UKM",3,3,2,5,7,6,3,4,3,2,3,2,3,2,3,4,4,4,4,3,5,2,2,1,5,4,3,3,4,2,1,4,2,5,3,4,1,2,3,4,1.1237916
1330,"GB",10,5,30,7,7,6,4,2,1,2,2,3,7,7,2,1,4,6,"No",NA,0,0,0,0,0,0,0,0,1,6,1,3,6,4,4,5,6,4,3,1,5,1,7,2,2,2,7,8,8,7,6,4,3,1,2,1,"No",2,2,1,2,2,1,6,7,0,1,1,NA,0,1,1,1,1,2001,1998,1,2001,0,NA,0,NA,5,2,1,1978,41,6,"town",4,21,17,1,NA,NA,"Employee",NA,1,3,1,1,3,2,30,30,85,2,5312,0,0,NA,NA,"No",1,3,2,1,"UKD",2,3,2,7,7,7,7,3,3,2,1,1,4,2,4,3,2,2,2,5,5,3,5,3,5,2,4,4,5,4,3,5,3,5,3,5,3,2,4,4,2.0558572
1346,"GB",110,5,30,6,5,4,2,3,3,2,4,6,4,5,4,5,3,6,"Yes",1,0,0,0,0,0,0,0,0,1,5,2,2,7,6,6,4,4,8,2,2,4,2,4,2,2,2,6,3,5,8,4,2,1,0,3,2,"No",8,5,0,NA,NA,4,7,7,1,1,1,NA,0,1,1,2,1,1963,1971,1,1972,1,1972,1,2,8,1,0,1948,71,5,"town",1,15,10,6,1,2014,"Employee",NA,1,2,1,4,6,7,40,60,43,4,7120,0,0,NA,NA,"No",4,1,2,NA,"UKH",2,3,2,6,6,7,3,3,2,1,3,1,2,2,2,2,1,4,4,1,5,2,2,2,3,1,1,1,3,1,1,4,1,5,1,2,1,1,1,4,0.87935174
1418,"GB",60,5,300,2,8,8,2,4,4,3,4,4,8,9,4,4,3,4,"Yes",NA,0,0,0,1,1,0,0,0,0,5,NA,NA,10,6,7,9,8,7,4,1,5,1,3,2,2,2,7,8,7,7,7,5,3,0,2,2,"Yes a lot",4,3,0,NA,NA,1,7,7,0,1,1,NA,0,1,1,2,1,1997,2000,1,2001,1,2009,1,2,2,4,1,1982,36,1,"town",6,23,18,1,NA,NA,"Employee",NA,1,3,0,NA,10,9,22,23,87,6,4419,0,0,NA,NA,"No",1,10,1,1,"UKJ",4,4,2,8,9,5,5,4,4,2,1,2,5,2,4,2,2,4,3,2,5,2,1,2,1,2,2,4,5,2,2,5,5,4,2,2,2,2,5,3,1.8682693
1468,"GB",180,4,120,7,8,8,3,2,1,2,2,5,8,6,4,5,5,5,"Yes",2,0,0,0,0,0,0,0,0,0,3,NA,NA,9,5,7,7,7,9,3,2,5,3,4,1,1,1,10,10,10,8,4,2,2,0,2,2,"No",5,0,1,3,11,1,5,5,0,1,0,1961,0,0,0,1,1,1988,1979,1,1978,1,1978,1,2,5,3,1,1958,60,1,"city",3,18,13,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,0,20,20,47,4,3343,0,0,NA,NA,"No",2,7,1,2,"UKI",3,3,3,8,8,8,8,4,4,1,2,4,3,4,3,3,2,2,2,2,3,1,1,2,2,2,2,3,2,2,3,3,2,2,2,4,2,2,3,3,3.917945
1470,"GB",60,5,60,1,1,3,1,2,3,1,3,3,3,9,0,0,0,8,"Yes",1,1,0,0,0,1,0,0,1,0,8,NA,NA,6,8,0,0,5,8,4,3,4,4,0,2,2,2,1,3,4,6,2,1,1,0,2,2,"Yes to some extent",10,0,1,2,2,6,6,1,0,1,1,NA,0,0,1,2,1,1985,1985,1,1986,1,1988,1,3,3,4,0,1963,55,1,"town",4,18,14,1,NA,NA,"Employee",NA,1,4,1,1,10,1,37,42,52,4,9333,0,1,0,0,"Yes, currently",1,9,2,1,"UKG",4,2,2,8,8,5,2,2,2,2,2,2,4,2,2,3,4,4,4,4,6,4,6,1,6,1,1,1,4,1,2,6,1,5,1,3,1,1,2,3,2.8940487
1514,"GB",120,5,240,7,7,7,4,2,2,2,1,5,8,8,5,4,7,7,"No",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,8,7,7,7,9,8,2,2,3,2,10,2,2,2,10,8,8,9,5,3,3,0,2,2,"No",7,9,1,1,1,7,3,3,0,0,0,2013,0,0,0,1,1,2000,2003,1,2003,1,2004,1,2,3,3,1,1982,36,3,"city",1,19,15,1,NA,NA,"Employee",NA,3,5,0,NA,1,1,40,40,56,4,5132,1,0,NA,NA,"No",1,3,2,1,"UKI",3,3,3,8,8,8,7,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,4,1,2,3,2,2,2,2,2,2,2,2,1.1494894
1604,"GB",60,5,180,5,8,6,3,2,2,1,1,4,7,8,4,4,5,7,"No",NA,0,0,0,0,0,0,0,0,0,7,NA,NA,8,5,3,4,5,3,2,2,4,3,4,2,2,3,4,6,6,8,3,2,2,0,2,2,"Yes to some extent",4,3,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,1999,2003,1,2003,1,2013,1,2,3,4,0,1981,37,1,"town",4,18,16,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,45,45,43,5,7411,0,0,NA,NA,"Yes, previously",2,7,2,2,"UKK",2,3,2,7,8,6,6,2,3,3,2,2,2,2,2,3,2,3,4,3,5,3,4,5,2,4,1,2,3,3,1,3,2,3,2,3,2,2,3,3,2.6985419
1610,"GB",120,2,NA,5,8,10,2,3,1,3,2,6,7,9,6,8,5,10,"Yes",2,0,0,0,0,0,0,0,0,1,7,2,2,8,8,8,10,9,10,3,2,4,2,7,1,1,1,8,8,8,10,5,1,3,0,3,2,"Yes to some extent",8,6,1,1,1,10,3,1,0,1,1,NA,0,1,1,1,1,1964,1970,1,1970,1,1970,1,2,10,4,0,1948,70,1,"suburbs",1,16,8,6,1,1989,"Employee",NA,3,3,0,NA,5,1,40,40,41,4,9313,0,0,NA,NA,"No",4,1,2,4,"UKD",4,4,5,6,7,8,8,3,1,4,2,1,2,2,1,4,2,1,2,2,5,1,5,2,2,5,3,2,2,1,3,1,2,6,1,2,1,2,1,2,3.9962153
1625,"GB",30,4,60,5,5,4,3,3,1,2,1,4,5,5,4,4,4,NA,"Yes",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,7,5,5,5,5,5,3,3,3,3,NA,3,4,4,3,3,3,7,5,2,2,0,3,1,"No",7,7,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,1985,1984,1,1984,1,1984,1,2,5,3,1,1962,57,1,"town",4,11,14,8,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,16,16,96,5,5141,0,0,NA,NA,"No",1,1,2,2,"UKH",3,3,3,7,6,5,5,3,4,3,2,2,4,2,3,3,3,2,3,4,4,3,3,2,3,2,3,2,3,3,2,4,3,5,2,3,2,2,3,3,3.0838282
1637,"GB",60,5,60,5,5,5,2,3,3,1,3,5,5,0,9,3,5,5,"Yes",4,1,0,0,0,1,0,1,0,0,5,NA,NA,8,3,5,5,5,5,1,1,5,1,5,2,4,4,0,3,3,8,4,6,4,0,2,3,"Yes to some extent",5,3,1,2,6,7,5,1,0,1,1,NA,0,1,1,NA,1,1988,2000,1,2000,1,2002,0,NA,0,1,1,1971,47,4,"town",5,16,14,4,1,2018,"Employee",NA,1,3,1,5,5,5,40,45,88,4,5312,0,0,NA,NA,"Yes, previously",8,3,1,NA,"UKM",4,3,3,7,7,7,5,3,3,2,2,2,5,1,4,4,4,4,4,2,5,3,2,2,3,3,3,1,3,3,1,3,3,5,2,2,1,3,3,3,1.1237916
1721,"GB",90,5,120,6,5,5,2,3,3,3,3,4,4,5,4,4,5,6,"Yes",1,0,0,1,0,1,1,1,0,0,6,NA,NA,8,5,5,5,5,5,2,2,4,4,5,2,2,2,6,6,6,8,6,4,3,0,1,1,"No",7,7,1,2,2,7,4,7,0,1,1,NA,0,1,1,1,1,1967,1966,1,1970,1,1972,1,1,7,2,1,1949,70,5,"village",7,27,20,6,1,2018,"Employee",NA,1,3,1,6,8,5,NA,60,85,2,2330,0,0,NA,NA,"Yes, previously",1,9,1,4,"UKJ",5,4,3,6,8,9,8,3,2,2,2,1,4,2,2,4,2,2,2,3,3,2,4,4,1,4,4,5,3,2,2,4,6,2,3,4,4,3,2,4,2.122618
1751,"GB",120,5,720,7,7,6,1,3,3,3,4,6,8,8,4,5,7,9,"Yes",2,1,0,0,0,1,0,1,0,1,3,3,2,8,5,1,3,3,3,4,1,5,3,6,1,1,1,9,8,10,8,6,3,3,0,2,1,"No",9,9,1,6,19,8,5,1,1,1,1,NA,1,0,0,1,1,2008,2014,1,2010,1,2010,1,2,3,4,0,1983,35,1,"town",7,23,18,1,NA,NA,"Self-employed",1,NA,1,1,1,10,7,NA,60,70,5,2421,1,0,NA,NA,"No",1,10,1,1,"UKH",3,4,4,9,8,8,7,4,3,1,1,1,3,2,2,4,5,2,2,2,3,2,4,2,1,5,1,2,2,2,2,2,3,2,2,2,2,1,3,2,2.4782004
1802,"GB",60,5,30,2,7,7,1,3,2,3,3,7,8,7,6,5,4,5,"Yes",1,1,0,0,1,1,0,1,0,0,7,NA,NA,9,7,7,9,7,9,3,1,5,2,1,2,2,2,7,8,7,9,6,3,3,0,1,2,"No",9,4,0,NA,NA,0,7,7,0,1,0,1953,0,1,0,2,1,1972,1968,1,1975,1,1975,1,1,0,2,0,1950,68,1,"village",7,22,23,6,1,1998,"Employee",NA,2,5,1,NA,10,8,40,60,NA,4,1439,0,1,0,0,"Yes, previously",4,9,1,4,"UKE",4,4,3,10,9,8,6,4,4,3,2,2,3,2,2,3,3,3,3,2,4,3,2,3,4,2,2,4,2,1,2,2,1,4,2,4,1,1,2,4,1.8037289
1811,"GB",0,5,1140,2,2,2,3,2,2,2,1,2,2,2,2,2,2,NA,"No",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,4,2,NA,NA,0,NA,3,1,5,1,NA,2,2,2,5,5,5,5,3,2,1,1,2,2,"No",0,0,0,NA,NA,1,7,6,1,1,1,NA,0,1,1,55,1,2008,2008,0,NA,0,NA,0,NA,7,2,0,1990,28,6,"village",5,18,13,1,NA,NA,"Employee",NA,3,1,0,NA,10,7,NA,42,47,4,5223,0,1,1,0,"No",1,4,2,1,"UKJ",4,2,2,5,5,5,5,2,4,3,2,2,4,1,2,2,3,5,4,1,4,3,5,4,1,5,3,2,2,1,3,5,5,2,5,5,4,3,6,2,3.3073921
1891,"GB",60,2,NA,4,7,5,2,2,1,3,1,10,10,10,7,6,3,5,"Yes",1,0,0,0,0,0,0,0,0,1,5,1,2,0,5,10,8,10,10,3,1,5,3,5,3,3,4,5,5,3,0,3,2,1,0,2,5,"Yes a lot",10,7,1,2,2,8,6,1,0,1,1,NA,0,1,1,2,1,1966,1970,1,1970,1,1970,1,2,10,1,1,1951,67,5,"village",5,16,15,6,1,2007,"Employee",NA,3,4,1,13,10,8,42,42,35,1,3343,0,0,NA,NA,"Yes, previously",4,1,4,NA,"UKJ",2,3,2,10,10,10,3,4,2,3,NA,1,1,2,2,5,2,1,2,5,6,1,5,1,5,2,1,1,6,1,1,5,1,6,1,2,1,1,1,6,1.061309
1895,"GB",120,1,NA,6,5,5,2,2,2,3,3,4,7,6,4,5,2,4,"Yes",3,1,0,0,0,0,0,1,0,1,6,3,3,5,6,6,7,7,8,1,1,4,2,5,2,2,3,8,6,7,5,6,3,3,0,3,3,"Yes to some extent",8,4,1,2,2,5,6,3,0,1,1,NA,0,1,1,2,1,1952,1957,1,1957,1,1957,1,5,5,1,1,1936,82,4,"suburbs",3,16,10,6,1,2008,"Self-employed",0,NA,1,0,NA,10,10,40,40,96,5,5141,1,0,NA,NA,"No",6,2,3,NA,"UKJ",5,4,3,8,9,9,5,3,2,3,1,2,3,1,4,2,2,4,4,1,5,5,2,2,2,2,3,2,2,1,1,2,1,2,2,2,1,1,1,2,1.061309
1919,"GB",30,5,180,2,7,6,2,2,4,2,2,3,7,9,3,3,3,5,"Yes",2,0,0,0,1,1,0,1,1,1,0,2,2,4,4,2,4,3,4,3,1,5,1,7,1,1,1,8,8,7,6,5,3,1,0,1,2,"Yes to some extent",2,5,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,1,1,2002,2006,1,2011,0,NA,1,1,2,2,1,1985,33,6,"town",NA,17,13,8,1,2013,"Employee",NA,1,3,1,20,3,5,37,45,47,4,1420,0,0,NA,NA,"No",5,2,4,5,"UKK",4,3,2,9,4,7,7,4,4,1,1,1,4,2,2,4,4,3,4,3,4,1,5,2,2,5,1,2,5,1,2,5,1,4,4,5,2,1,2,3,1.5449833
1927,"GB",60,5,480,6,7,6,2,4,2,2,2,7,7,7,6,5,5,7,"Yes",2,0,0,0,0,1,0,0,1,0,4,NA,NA,6,7,4,8,7,5,3,1,5,2,5,2,2,2,7,6,6,6,3,3,2,1,3,2,"No",5,6,0,NA,NA,0,6,7,0,1,1,NA,0,1,0,1,1,2007,2007,1,2007,1,2017,1,1,3,4,0,1987,31,1,"city",4,17,12,1,NA,NA,"Employee",NA,1,3,0,NA,9,8,37,37,85,2,2519,0,0,NA,NA,"No",1,7,2,1,"UKJ",3,4,3,8,8,6,7,4,3,2,1,1,3,2,2,3,2,3,3,2,3,3,5,5,5,5,2,3,4,1,2,2,3,5,5,3,3,2,5,3,3.3073921
1960,"GB",90,2,NA,5,5,7,3,2,2,3,2,5,6,5,4,3,3,3,"Yes",1,0,0,0,0,0,0,0,0,1,5,1,3,7,5,6,7,6,8,2,2,3,2,5,3,3,3,3,4,3,7,6,4,2,0,3,2,"No",10,8,1,1,1,4,7,7,0,1,1,NA,0,1,0,1,1,1986,1971,1,1971,1,1971,1,2,2,1,1,1952,66,5,"town",3,15,10,6,1,2012,"Employee",NA,1,3,1,5,10,2,40,40,26,4,2433,0,0,NA,NA,"No",4,2,1,NA,"UKH",3,3,2,6,6,6,7,3,2,2,2,2,4,4,2,NA,4,4,3,4,5,2,5,2,4,4,5,5,5,2,2,5,4,5,2,5,2,2,3,4,1.0279429
2003,"GB",0,5,360,8,8,8,3,3,2,3,3,7,7,8,6,6,5,6,"No",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,10,5,6,6,6,6,3,4,3,4,5,2,2,2,6,6,6,8,3,3,3,0,2,2,"No",6,7,1,1,1,4,7,7,0,0,0,2006,1,0,0,1,1,2006,2005,1,2010,1,2016,1,2,6,4,0,1986,32,1,"town",7,20,15,1,NA,NA,"Employee",NA,1,3,1,NA,7,7,6,29,26,4,3122,0,1,0,0,"No",1,NA,2,1,"UKD",3,3,4,6,6,6,6,2,2,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,2,2,3,3,3,2,2,3,2,2,3.639478
2080,"GB",0,5,240,0,8,8,2,2,3,2,3,0,5,5,5,5,3,5,"Yes",NA,0,0,0,0,0,0,0,0,0,5,NA,NA,10,5,5,5,7,7,2,2,5,2,5,3,3,3,5,0,5,10,7,3,3,0,1,2,"No",8,0,0,NA,NA,0,7,7,0,1,1,NA,0,1,1,2,1,2002,0,0,NA,0,NA,1,2,10,2,0,1985,33,6,"village",5,27,18,1,NA,NA,"Self-employed",0,NA,1,0,NA,10,10,30,30,90,5,7212,0,1,0,0,"Yes, previously",4,4,1,1,"UKC",3,3,3,10,10,5,5,3,3,3,2,2,2,2,2,2,2,2,4,2,5,2,2,5,2,5,2,2,5,2,2,2,2,2,5,5,2,2,3,2,3.2577655
2087,"GB",30,5,480,1,5,5,2,2,3,3,2,4,7,8,2,1,0,8,"Yes",1,0,0,0,0,1,0,0,0,1,NA,1,3,8,3,3,6,5,8,4,1,4,3,0,2,2,2,5,3,5,9,5,2,1,0,2,3,"No",7,0,1,2,2,0,7,6,0,1,1,NA,0,1,1,1,1,1981,1985,1,1985,1,1986,0,NA,2,2,1,1963,55,1,"town",4,18,14,1,NA,NA,"Employee",NA,1,1,1,8,10,0,40,40,71,4,2411,0,0,NA,NA,"No",1,9,1,1,"UKK",3,2,2,10,4,8,3,4,3,2,4,2,5,2,2,4,2,3,4,5,4,3,5,4,6,2,2,2,3,3,2,5,2,6,4,5,2,2,3,2,2.2386792
